1;'m;czasownik (być);A1;'M;;
2;'re;czasownik (być);A1;'Odnośnie;;
3;'s;czasownik (być);A1;'S;;
4;A.M.;przysłówek;A1;JESTEM.;;
5;AM;przysłówek;A1;JESTEM;;
6;April;rzeczownik;A1;Kwiecień;;
7;August;rzeczownik;A1;Sierpień;;
8;CD;rzeczownik;A1;płyta CD;;
9;CD player;rzeczownik;A1;odtwarzacz CD;;
10;DVD;rzeczownik;A1;płyta DVD;;
11;December;rzeczownik;A1;Grudzień;;
12;Dr;rzeczownik;A1;dr;;
13;Dr.;rzeczownik;A1;dr.;;
14;E-mail;rzeczownik;A1;E-mail;;
15;February;rzeczownik;A1;Luty;;
16;Friday;rzeczownik;A1;Piątek;;
17;I;zaimek;A1;I;;
18;Internet;rzeczownik;A1;Internet;;
19;January;rzeczownik;A1;Styczeń;;
20;July;rzeczownik;A1;Lipiec;;
21;June;rzeczownik;A1;Czerwiec;;
22;March;rzeczownik;A1;marzec;;
23;May;rzeczownik;A1;Móc;;
24;Miss;rzeczownik;A1;Chybić;;
25;Monday;rzeczownik;A1;Poniedziałek;;
26;Mr;rzeczownik;A1;Pan;;
27;Mr.;rzeczownik;A1;Pan;;
28;Mrs;rzeczownik;A1;Pani;;
29;Mrs.;rzeczownik;A1;Pani.;;
30;November;rzeczownik;A1;Listopad;;
31;OK;przymiotnik, przysłówek;A1;OK;;
32;October;rzeczownik;A1;Październik;;
33;Olympics;rzeczownik;A1;Olimpiada;;
34;P.M.;przysłówek;A1;PO POŁUDNIU.;;
35;PM;przysłówek;A1;PO POŁUDNIU;;
36;Saturday;rzeczownik;A1;Sobota;;
37;September;rzeczownik;A1;Wrzesień;;
38;Sunday;rzeczownik;A1;Niedziela;;
39;T-shirt;rzeczownik;A1;Koszulka;;
40;TV;rzeczownik;A1;telewizja;;
41;Thursday;rzeczownik;A1;Czwartek;;
42;Tuesday;rzeczownik;A1;Wtorek;;
43;Wednesday;rzeczownik;A1;Środa;;
44;a;określnik;A1;A;;
45;a.m.;przysłówek;A1;jestem.;;
46;about;przysłówek, przyimek;A1;o;;
47;above;przysłówek, przyimek;A1;powyżej;;
48;action;rzeczownik;A1;działanie;;
49;activity;rzeczownik;A1;działalność;;
50;actor;rzeczownik;A1;aktor;;
51;add;czasownik;A1;dodać;;
52;address;rzeczownik;A1;adres;;
53;aeroplane;rzeczownik;A1;samolot;;
54;afraid;przymiotnik;A1;przestraszony;;
55;after;przyimek;A1;Po;;
56;afternoon;rzeczownik;A1;popołudnie;;
57;again;przysłówek;A1;Ponownie;;
58;age;rzeczownik;A1;wiek;;
59;ago;przysłówek;A1;temu;;
60;agree;czasownik;A1;zgadzać się;;
61;airplane;rzeczownik;A1;samolot;;
62;airport;rzeczownik;A1;lotnisko;;
63;album;rzeczownik;A1;album;;
64;all;określnik, zaimek;A1;Wszystko;;
65;all right;przymiotnik, przysłówek;A1;W porządku;;
66;almost;przysłówek;A1;prawie;;
67;alone;przysłówek;A1;sam;;
68;along;przysłówek;A1;przed siebie;;
69;already;przysłówek;A1;już;;
70;also;przysłówek;A1;Również;;
71;always;przysłówek;A1;zawsze;;
72;am;przysłówek, czasownik (być);A1;jestem;;
73;an;określnik;A1;jakiś;;
74;and;spójnik;A1;I;;
75;angry;przymiotnik;A1;zły;;
76;animal;rzeczownik;A1;zwierzę;;
77;another;określnik;A1;inny;;
78;answer;rzeczownik, czasownik;A1;odpowiedź;;
79;any;określnik, zaimek;A1;każdy;;
80;anybody;zaimek;A1;ktoś;;
81;anyone;zaimek;A1;ktokolwiek;;
82;anything;zaimek;A1;wszystko;;
83;apple;rzeczownik;A1;jabłko;;
84;apron;rzeczownik;A1;fartuch;;
85;are;czasownik (być);A1;Czy;;
86;arm;rzeczownik;A1;ramię;;
87;around;przyimek;A1;wokół;;
88;arrive;czasownik;A1;przyjechać;;
89;art;rzeczownik;A1;sztuka;;
90;article;rzeczownik;A1;artykuł;;
91;as;przyimek;A1;Jak;;
92;ask;czasownik;A1;zapytać;;
93;at;przyimek;A1;Na;;
94;aunt;rzeczownik;A1;ciotka;;
95;autumn;rzeczownik;A1;jesień;;
96;awake;przymiotnik;A1;obudzony;;
97;away;przysłówek;A1;z dala;;
98;baby;rzeczownik;A1;Dziecko;;
99;back;przysłówek, rzeczownik;A1;z powrotem;;
100;bad;przymiotnik;A1;zły;;
101;bag;rzeczownik;A1;torba;;
102;ball;rzeczownik;A1;piłka;;
103;banana;rzeczownik;A1;banan;;
104;band;rzeczownik;A1;zespół;;
105;bank;rzeczownik;A1;bank;;
106;bar;rzeczownik;A1;bar;;
107;baseball;rzeczownik;A1;baseball;;
108;basketball;rzeczownik;A1;koszykówka;;
109;bat;rzeczownik;A1;nietoperz;;
110;bath;rzeczownik;A1;wanna;;
111;bathroom;rzeczownik;A1;łazienka;;
112;be;czasownik (być);A1;Być;;
113;beach;rzeczownik;A1;plaża;;
114;bean;rzeczownik;A1;fasola;;
115;bear;rzeczownik;A1;niedźwiedź;;
116;beautiful;przymiotnik;A1;Piękny;;
117;because;spójnik;A1;ponieważ;;
118;become;czasownik;A1;stać się;;
119;bed;rzeczownik;A1;łóżko;;
120;bedroom;rzeczownik;A1;sypialnia;;
121;bee;rzeczownik;A1;pszczoła;;
122;beef;rzeczownik;A1;wołowina;;
123;before;przysłówek, przyimek;A1;zanim;;
124;begin;czasownik;A1;zaczynać;;
125;behind;przysłówek, przyimek;A1;za;;
126;being;czasownik (być);A1;istnienie;;
127;believe;czasownik;A1;uważać;;
128;bell;rzeczownik;A1;dzwonek;;
129;below;przysłówek, przyimek;A1;poniżej;;
130;beside;przyimek;A1;obok;;
131;best;przymiotnik, przysłówek;A1;to, co najlepsze;;
132;better;przymiotnik;A1;lepsza;;
133;between;przyimek;A1;między;;
134;bicycle;rzeczownik;A1;rower;;
135;big;przymiotnik;A1;duży;;
136;bike;rzeczownik;A1;rower;;
137;bird;rzeczownik;A1;ptak;;
138;birth;rzeczownik;A1;narodziny;;
139;birthday;rzeczownik;A1;urodziny;;
140;biscuit;rzeczownik;A1;suchar;;
141;black;przymiotnik, rzeczownik;A1;czarny;;
142;blank;przymiotnik;A1;pusty;;
143;block;rzeczownik;A1;blok;;
144;blow;czasownik;A1;cios;;
145;blue;przymiotnik, rzeczownik;A1;niebieski;;
146;board;rzeczownik;A1;tablica;;
147;boat;rzeczownik;A1;łódź;;
148;body;rzeczownik;A1;ciało;;
149;bone;rzeczownik;A1;kość;;
150;book;rzeczownik;A1;książka;;
151;bookstore;rzeczownik;A1;księgarnia;;
152;boring;przymiotnik;A1;nudny;;
153;borrow;czasownik;A1;pożyczyć;;
154;both;przysłówek, określnik, zaimek;A1;Zarówno;;
155;bottle;rzeczownik;A1;butelka;;
156;bottom;rzeczownik;A1;spód;;
157;bowl;rzeczownik;A1;miska;;
158;box;rzeczownik;A1;skrzynka;;
159;boy;rzeczownik;A1;chłopiec;;
160;boyfriend;rzeczownik;A1;sympatia;;
161;brain;rzeczownik;A1;mózg;;
162;bread;rzeczownik;A1;chleb;;
163;break;czasownik;A1;przerwa;;
164;breakfast;rzeczownik;A1;śniadanie;;
165;breathe;czasownik;A1;oddychać;;
166;bridge;rzeczownik;A1;most;;
167;bright;przymiotnik;A1;jasny;;
168;bring;czasownik;A1;przynieść;;
169;broken;przymiotnik;A1;złamany;;
170;brother;rzeczownik;A1;brat;;
171;brown;przymiotnik;A1;brązowy;;
172;brush;rzeczownik, czasownik;A1;szczotka;;
173;bucket;rzeczownik;A1;wiaderko;;
174;build;czasownik;A1;zbudować;;
175;building;rzeczownik;A1;budynek;;
176;burger;rzeczownik;A1;burgera;;
177;bus;rzeczownik;A1;autobus;;
178;business;rzeczownik;A1;biznes;;
179;busy;przymiotnik;A1;zajęty;;
180;but;spójnik;A1;Ale;;
181;butter;rzeczownik;A1;masło;;
182;butterfly;rzeczownik;A1;motyl;;
183;button;rzeczownik;A1;przycisk;;
184;buy;czasownik;A1;kupić;;
185;by;przyimek;A1;przez;;
186;bye;rzeczownik;A1;do widzenia;;
188;cafe;rzeczownik;A1;kawiarnia;;
189;cake;rzeczownik;A1;ciasto;;
190;call;rzeczownik;A1;dzwonić;;
191;camera;rzeczownik;A1;kamera;;
192;camp;rzeczownik;A1;obóz;;
193;can;czasownik modalny;A1;Móc;;
194;candy;rzeczownik;A1;słodycze;;
195;cap;rzeczownik;A1;czapka;;
196;car;rzeczownik;A1;samochód;;
197;card;rzeczownik;A1;karta;;
198;care;rzeczownik;A1;pielęgnacja;;
199;careful;przymiotnik;A1;ostrożny;;
200;carefully;przysłówek;A1;ostrożnie;;
201;carry;czasownik;A1;nosić;;
202;cartoon;rzeczownik;A1;rysunek;;
203;case;rzeczownik;A1;sprawa;;
204;cat;rzeczownik;A1;kot;;
205;catch;rzeczownik, czasownik;A1;złapać;;
206;celebrate;czasownik;A1;świętować;;
207;celebration;rzeczownik;A1;uroczystość;;
208;chair;rzeczownik;A1;krzesło;;
209;change;rzeczownik, czasownik;A1;zmiana;;
210;character;rzeczownik;A1;charakter;;
211;check;rzeczownik;A1;sprawdzać;;
212;cheese;rzeczownik;A1;ser;;
213;chicken;rzeczownik;A1;kurczak;;
214;child;rzeczownik;A1;dziecko;;
215;chocolate;rzeczownik;A1;czekolada;;
216;choose;czasownik;A1;wybierać;;
217;church;rzeczownik;A1;kościół;;
218;cinema;rzeczownik;A1;kino;;
219;circle;rzeczownik;A1;koło;;
220;city;rzeczownik;A1;miasto;;
221;class;rzeczownik;A1;klasa;;
222;classmate;rzeczownik;A1;kolega z klasy;;
223;classroom;rzeczownik;A1;klasa;;
224;clean;przymiotnik, czasownik;A1;czysty;;
225;clever;przymiotnik;A1;sprytny;;
226;climb;rzeczownik;A1;wspinać się;;
227;clock;rzeczownik;A1;zegar;;
228;close;przymiotnik, czasownik;A1;zamknąć;;
229;closed;przymiotnik;A1;Zamknięte;;
230;cloth;rzeczownik;A1;płótno;;
231;clothes;rzeczownik;A1;odzież;;
232;cloud;rzeczownik;A1;chmura;;
233;cloudy;przymiotnik;A1;mętny;;
234;club;rzeczownik;A1;klub;;
235;coach;rzeczownik;A1;trener;;
236;coat;rzeczownik;A1;płaszcz;;
237;code;rzeczownik;A1;kod;;
238;coffee;rzeczownik;A1;kawa;;
239;coke;rzeczownik;A1;koks;;
240;cold;przymiotnik, rzeczownik;A1;zimno;;
241;collect;czasownik;A1;zbierać;;
242;collection;rzeczownik;A1;kolekcja;;
243;college;rzeczownik;A1;kolegium;;
244;color;rzeczownik, czasownik;A1;kolor;;
245;colour;rzeczownik, czasownik;A1;kolor;;
246;come;czasownik;A1;przychodzić;;
247;computer;rzeczownik;A1;komputer;;
248;concert;rzeczownik;A1;koncert;;
249;contest;rzeczownik;A1;konkurs;;
250;conversation;rzeczownik;A1;rozmowa;;
251;cook;rzeczownik, czasownik;A1;kucharz;;
252;cookie;rzeczownik;A1;ciastko;;
253;cool;przymiotnik;A1;Fajny;;
254;cop;rzeczownik;A1;policjant;;
255;copy;rzeczownik;A1;kopia;;
256;corn;rzeczownik;A1;kukurydza;;
257;corner;rzeczownik;A1;narożnik;;
258;correct;przymiotnik;A1;prawidłowy;;
259;couch;rzeczownik;A1;kanapa;;
260;could;czasownik modalny;A1;mógł;;
261;course;rzeczownik;A1;kurs;;
262;cousin;rzeczownik;A1;kuzyn;;
263;cover;rzeczownik;A1;okładka;;
264;cow;rzeczownik;A1;krowa;;
265;cream;rzeczownik;A1;krem;;
266;credit card;rzeczownik;A1;karta kredytowa;;
267;cry;rzeczownik;A1;płakać;;
268;culture;rzeczownik;A1;kultura;;
269;cup;rzeczownik;A1;filiżanka;;
270;cut;czasownik;A1;cięcie;;
271;cute;przymiotnik;A1;Uroczy;;
272;dad;rzeczownik;A1;tata;;
273;daddy;rzeczownik;A1;tatuś;;
274;dance;rzeczownik, czasownik;A1;taniec;;
275;dancing;rzeczownik;A1;taniec;;
276;dark;przymiotnik;A1;ciemny;;
277;date;rzeczownik;A1;data;;
278;daughter;rzeczownik;A1;córka;;
279;day;rzeczownik;A1;dzień;;
280;dear;przymiotnik;A1;Drogi;;
281;delicious;przymiotnik;A1;pyszne;;
282;describe;czasownik;A1;opisać;;
283;design;rzeczownik;A1;projekt;;
284;desk;rzeczownik;A1;biurko;;
285;dictionary;rzeczownik;A1;słownik;;
286;did;czasownik (posiłkowy);A1;zrobił;;
287;difference;rzeczownik;A1;różnica;;
288;different;przymiotnik;A1;różny;;
289;difficult;przymiotnik;A1;trudny;;
290;dig;rzeczownik;A1;kopać;;
291;dining room;rzeczownik;A1;jadalnia;;
292;dinner;rzeczownik;A1;kolacja;;
293;dirty;przymiotnik;A1;brudny;;
294;discuss;czasownik;A1;omówić;;
295;dish;rzeczownik;A1;danie;;
296;do;czasownik (posiłkowy);A1;Do;;
297;doctor;rzeczownik;A1;lekarz;;
298;does;czasownik (posiłkowy);A1;robi;;
299;dog;rzeczownik;A1;pies;;
300;doing;czasownik (posiłkowy);A1;czyn;;
301;doll;rzeczownik;A1;LALKA;;
302;dollar;rzeczownik;A1;dolar;;
303;door;rzeczownik;A1;drzwi;;
304;down;przysłówek;A1;w dół;;
305;drama;rzeczownik;A1;dramat;;
306;draw;czasownik;A1;rysować;;
307;dream;rzeczownik;A1;marzenie;;
308;dress;rzeczownik;A1;sukienka;;
309;drink;rzeczownik, czasownik;A1;drink;;
310;drive;rzeczownik;A1;prowadzić;;
311;driver;rzeczownik;A1;kierowca;;
312;drop;czasownik;A1;upuszczać;;
313;drum;rzeczownik;A1;bęben;;
314;dry;przymiotnik;A1;suchy;;
315;due;przymiotnik;A1;należny;;
316;e-mail;rzeczownik;A1;e-mail;;
317;each;określnik, zaimek;A1;każdy;;
318;each other;zaimek;A1;nawzajem;;
319;ear;rzeczownik;A1;ucho;;
320;early;przysłówek;A1;wczesny;;
321;easy;przymiotnik;A1;łatwy;;
322;eat;czasownik;A1;jeść;;
323;egg;rzeczownik;A1;jajko;;
324;eight;liczebnik;A1;osiem;;
325;eighteen;liczebnik;A1;osiemnaście;;
326;eighty;liczebnik;A1;osiemdziesiąt;;
327;either;przysłówek;A1;albo;;
328;elementary;przymiotnik;A1;podstawowy;;
329;eleven;liczebnik;A1;jedenaście;;
330;else;przysłówek;A1;w przeciwnym razie;;
331;email;rzeczownik;A1;e-mail;;
332;end;rzeczownik;A1;koniec;;
333;engineer;rzeczownik;A1;inżynier;;
334;enjoy;czasownik;A1;Cieszyć się;;
335;evening;rzeczownik;A1;wieczór;;
336;event;rzeczownik;A1;wydarzenie;;
337;every;określnik;A1;każdy;;
338;everybody;zaimek;A1;wszyscy;;
339;everyday;przymiotnik;A1;codzienny;;
340;everyone;zaimek;A1;wszyscy;;
341;everything;zaimek;A1;wszystko;;
342;everywhere;przysłówek;A1;wszędzie;;
343;example;rzeczownik;A1;przykład;;
344;excellent;przymiotnik;A1;doskonały;;
345;excited;przymiotnik;A1;podekscytowany;;
346;exciting;przymiotnik;A1;ekscytujący;;
347;excuse;rzeczownik;A1;wymówka;;
348;exercise;czasownik;A1;ćwiczenia;;
349;expensive;przymiotnik;A1;drogi;;
350;eye;rzeczownik;A1;oko;;
351;face;rzeczownik;A1;twarz;;
352;factory;rzeczownik;A1;fabryka;;
353;fair;przymiotnik;A1;sprawiedliwy;;
354;fairy;rzeczownik;A1;wróżka;;
355;false;przymiotnik;A1;FAŁSZ;;
356;family;rzeczownik;A1;rodzina;;
357;famous;przymiotnik;A1;słynny;;
358;fan;rzeczownik;A1;wentylator;;
359;farm;rzeczownik;A1;gospodarstwo;;
360;farmer;rzeczownik;A1;rolnik;;
361;fast;przymiotnik, przysłówek;A1;szybko;;
362;fat;przymiotnik;A1;tłuszcz;;
363;father;rzeczownik;A1;ojciec;;
364;favorite;przymiotnik, rzeczownik;A1;ulubiony;;
365;favourite;przymiotnik, rzeczownik;A1;ulubiony;;
366;feed;rzeczownik;A1;karmić;;
367;feel;czasownik;A1;czuć;;
368;feeling;rzeczownik;A1;uczucie;;
369;festival;rzeczownik;A1;festiwal;;
370;fever;rzeczownik;A1;gorączka;;
371;field;rzeczownik;A1;pole;;
372;fifteen;liczebnik;A1;piętnaście;;
373;fifty;liczebnik;A1;pięćdziesiąt;;
374;fight;rzeczownik;A1;walka;;
375;file;rzeczownik;A1;plik;;
376;fill;czasownik;A1;wypełnić;;
377;find;czasownik;A1;znajdować;;
378;fine;przymiotnik;A1;Cienki;;
379;finish;rzeczownik, czasownik;A1;skończyć;;
380;fire;rzeczownik;A1;ogień;;
381;first;przymiotnik, przysłówek;A1;Pierwszy;;
382;fish;rzeczownik;A1;ryba;;
383;fishing;rzeczownik;A1;rybacki;;
384;five;liczebnik;A1;pięć;;
385;flag;rzeczownik;A1;flaga;;
386;flat;rzeczownik;A1;płaski;;
387;floor;rzeczownik;A1;podłoga;;
388;flower;rzeczownik;A1;kwiat;;
389;fly;rzeczownik, czasownik;A1;latać;;
390;focus;czasownik;A1;centrum;;
391;foggy;przymiotnik;A1;mglisty;;
392;following;przymiotnik;A1;następny;;
393;food;rzeczownik;A1;żywność;;
394;football;rzeczownik;A1;piłkarski;;
395;for;przyimek;A1;Do;;
396;foreign;przymiotnik;A1;zagraniczny;;
397;foreigner;rzeczownik;A1;cudzoziemiec;;
398;forget;czasownik;A1;zapominać;;
399;form;rzeczownik;A1;formularz;;
400;forty;liczebnik;A1;czterdzieści;;
401;four;liczebnik;A1;cztery;;
402;fourteen;liczebnik;A1;czternaście;;
403;free;przymiotnik;A1;bezpłatny;;
404;friend;rzeczownik;A1;przyjaciel;;
405;frog;rzeczownik;A1;żaba;;
406;from;przyimek;A1;z;;
407;front;przymiotnik;A1;przód;;
408;fruit;rzeczownik;A1;owoc;;
409;full;przymiotnik;A1;pełny;;
410;fun;przymiotnik, rzeczownik;A1;zabawa;;
411;funny;przymiotnik;A1;śmieszny;;
412;future;rzeczownik;A1;przyszły;;
413;game;rzeczownik;A1;gra;;
414;garbage;rzeczownik;A1;śmieci;;
415;garden;rzeczownik;A1;ogród;;
416;get;czasownik;A1;Dostawać;;
417;ghost;rzeczownik;A1;duch;;
418;gift;rzeczownik;A1;prezent;;
419;girl;rzeczownik;A1;dziewczyna;;
420;girlfriend;rzeczownik;A1;przyjaciółka;;
421;give;czasownik;A1;dawać;;
422;glad;przymiotnik;A1;zadowolony;;
423;glass;rzeczownik;A1;szkło;;
424;glasses;rzeczownik;A1;okulary;;
425;go;czasownik;A1;Iść;;
426;goal;rzeczownik;A1;bramka;;
427;gold;przymiotnik;A1;złoto;;
428;good;przymiotnik;A1;Dobry;;
429;good afternoon;wykrzyknik;A1;Dzień dobry;;
430;good morning;wykrzyknik;A1;Dzień dobry;;
431;good night;wykrzyknik;A1;Dobranoc;;
432;grade;rzeczownik;A1;stopień;;
433;grammar;rzeczownik;A1;gramatyka;;
434;grandfather;rzeczownik;A1;dziadek;;
435;grandma;rzeczownik;A1;babcia;;
436;grandmother;rzeczownik;A1;babcia;;
437;grandpa;rzeczownik;A1;dziadunio;;
438;grandparent;rzeczownik;A1;dziadek;;
439;grape;rzeczownik;A1;winogrono;;
440;grass;rzeczownik;A1;trawa;;
441;gray;przymiotnik, rzeczownik;A1;szary;;
442;great;przymiotnik;A1;Świetnie;;
443;green;przymiotnik;A1;zielony;;
444;greet;czasownik;A1;powitać;;
445;grey;przymiotnik, rzeczownik;A1;szary;;
446;ground;rzeczownik;A1;grunt;;
447;group;rzeczownik;A1;grupa;;
448;grow;czasownik;A1;rosnąć;;
449;guess;czasownik;A1;zgadywać;;
450;guest;rzeczownik;A1;gość;;
451;guitar;rzeczownik;A1;gitara;;
452;guy;rzeczownik;A1;facet;;
453;habit;rzeczownik;A1;nawyk;;
454;had;czasownik (mieć);A1;miał;;
455;hair;rzeczownik;A1;włosy;;
456;haircut;rzeczownik;A1;ostrzyżenie;;
457;half;rzeczownik;A1;połowa;;
458;hall;rzeczownik;A1;hala;;
459;hamburger;rzeczownik;A1;hamburger;;
460;hand;rzeczownik;A1;ręka;;
461;handsome;przymiotnik;A1;przystojny;;
462;happen;czasownik;A1;stać się;;
463;happy;przymiotnik;A1;szczęśliwy;;
464;hard;przymiotnik, przysłówek;A1;twardy;;
465;has;czasownik (mieć);A1;ma;;
466;hat;rzeczownik;A1;kapelusz;;
467;have;czasownik (mieć);A1;Posiadać;;
468;have to;czasownik modalny;A1;musieć;;
469;having;czasownik (mieć);A1;mający;;
470;he;zaimek;A1;On;;
471;head;rzeczownik;A1;głowa;;
472;headache;rzeczownik;A1;ból głowy;;
473;health;rzeczownik;A1;zdrowie;;
474;healthy;przymiotnik;A1;zdrowy;;
475;hear;czasownik;A1;słyszeć;;
476;heart;rzeczownik;A1;serce;;
477;heavy;przymiotnik;A1;ciężki;;
478;hello;rzeczownik;A1;Witam;;
479;help;czasownik;A1;pomoc;;
480;her;określnik, zaimek;A1;jej;;
481;here;przysłówek;A1;Tutaj;;
482;hers;zaimek;A1;jej;;
483;hi;wykrzyknik;A1;Cześć;;
484;hide;czasownik;A1;ukrywać;;
485;high;przymiotnik;A1;wysoki;;
486;hill;rzeczownik;A1;wzgórze;;
487;him;zaimek;A1;jego;;
488;his;określnik, zaimek;A1;jego;;
489;history;rzeczownik;A1;historia;;
490;hobby;rzeczownik;A1;hobby;;
491;hold;rzeczownik;A1;trzymać;;
492;hole;rzeczownik;A1;otwór;;
493;holiday;rzeczownik;A1;wakacje;;
494;home;rzeczownik;A1;dom;;
495;hometown;rzeczownik;A1;rodzinne miasto;;
496;homework;rzeczownik;A1;praca domowa;;
497;hope;rzeczownik;A1;mieć nadzieję;;
498;horse;rzeczownik;A1;koń;;
499;hospital;rzeczownik;A1;szpital;;
500;hot;przymiotnik;A1;gorący;;
501;hotel;rzeczownik;A1;hotel;;
502;hour;rzeczownik;A1;godzina;;
503;house;rzeczownik;A1;dom;;
504;how;przysłówek;A1;Jak;;
505;hungry;przymiotnik;A1;głodny;;
506;hurry;rzeczownik;A1;spieszyć się;;
507;hurt;czasownik;A1;zraniony;;
508;husband;rzeczownik;A1;mąż;;
509;ice;rzeczownik;A1;lód;;
510;ice cream;rzeczownik;A1;lody;;
511;idea;rzeczownik;A1;pomysł;;
512;ideal;przymiotnik;A1;ideał;;
513;if;spójnik;A1;Jeśli;;
514;imagine;czasownik;A1;wyobrażać sobie;;
515;important;przymiotnik;A1;ważny;;
516;in;przyimek;A1;W;;
517;information;rzeczownik;A1;informacja;;
518;inside;przyimek;A1;wewnątrz;;
519;interested;przymiotnik;A1;zainteresowany;;
520;interesting;przymiotnik;A1;ciekawy;;
521;internet;rzeczownik;A1;Internet;;
522;interview;rzeczownik;A1;wywiad;;
523;interviewer;rzeczownik;A1;przeprowadzający wywiad;;
524;into;przyimek;A1;do;;
525;introduce;czasownik;A1;wprowadzić;;
526;is;czasownik (być);A1;Jest;;
527;island;rzeczownik;A1;wyspa;;
528;it;zaimek;A1;To;;
529;item;rzeczownik;A1;przedmiot;;
530;its;określnik, zaimek;A1;jego;;
531;jacket;rzeczownik;A1;kurtka;;
532;jeans;rzeczownik;A1;dżinsy;;
533;jet;rzeczownik;A1;strumień;;
534;jewellery;rzeczownik;A1;biżuteria;;
535;jewelry;rzeczownik;A1;biżuteria;;
536;job;rzeczownik;A1;stanowisko;;
537;join;czasownik;A1;dołączyć;;
538;judge;czasownik;A1;sędzia;;
539;juice;rzeczownik;A1;sok;;
540;jump;czasownik;A1;skok;;
541;just;przysłówek;A1;Tylko;;
542;keep;czasownik;A1;trzymać;;
543;key;przymiotnik, rzeczownik;A1;klawisz;;
544;kick;rzeczownik, czasownik;A1;rzut;;
545;kid;rzeczownik;A1;dziecko;;
546;kill;czasownik;A1;zabić;;
547;kind;rzeczownik;A1;Uprzejmy;;
548;king;rzeczownik;A1;król;;
549;kiss;rzeczownik;A1;pocałunek;;
