1;'m;czasownik (być);A1;'M;;
550;kitchen;rzeczownik;A1;kuchnia;;
551;kite;rzeczownik;A1;latawiec;;
552;knee;rzeczownik;A1;kolano;;
553;knife;rzeczownik;A1;nóż;;
554;know;czasownik;A1;wiedzieć;;
555;lady;rzeczownik;A1;dama;;
556;language;rzeczownik;A1;język;;
557;large;przymiotnik;A1;duży;;
558;last name;rzeczownik;A1;nazwisko;;
559;late;przymiotnik, przysłówek;A1;późno;;
560;later;przysłówek;A1;później;;
561;laugh;czasownik;A1;śmiech;;
562;lazy;przymiotnik;A1;leniwy;;
563;leader;rzeczownik;A1;lider;;
564;leaf;rzeczownik;A1;liść;;
565;learn;czasownik;A1;uczyć się;;
566;leave;czasownik;A1;Zostawić;;
567;left;przymiotnik;A1;lewy;;
568;leg;rzeczownik;A1;noga;;
569;lesson;rzeczownik;A1;lekcja;;
570;let;czasownik;A1;pozwalać;;
571;letter;rzeczownik;A1;list;;
572;library;rzeczownik;A1;biblioteka;;
573;life;rzeczownik;A1;życie;;
574;light;przymiotnik, rzeczownik;A1;światło;;
575;like;przyimek, czasownik;A1;tak jak;;
576;lily;rzeczownik;A1;lilia;;
577;line;rzeczownik;A1;linia;;
578;lion;rzeczownik;A1;lew;;
579;list;rzeczownik;A1;lista;;
580;listen;czasownik;A1;Słuchać;;
581;little;przymiotnik, przysłówek;A1;mały;;
582;live;czasownik;A1;na żywo;;
583;living;przymiotnik;A1;żyjący;;
584;living room;rzeczownik;A1;salon;;
585;lonely;przymiotnik;A1;samotny;;
586;long;przymiotnik;A1;długi;;
587;look;rzeczownik, czasownik;A1;Patrzeć;;
588;lot;przysłówek, zaimek;A1;działka;;
589;love;rzeczownik, czasownik;A1;Miłość;;
590;lovely;przymiotnik;A1;śliczny;;
591;luck;rzeczownik;A1;szczęście;;
592;lucky;przymiotnik;A1;mający szczęście;;
593;lunch;rzeczownik;A1;obiad;;
594;machine;rzeczownik;A1;maszyna;;
595;magazine;rzeczownik;A1;magazyn;;
596;mail;rzeczownik;A1;poczta;;
597;make;czasownik;A1;robić;;
598;man;rzeczownik;A1;Człowiek;;
599;many;określnik, zaimek;A1;wiele;;
600;map;rzeczownik;A1;mapa;;
601;match;rzeczownik;A1;mecz;;
602;math;rzeczownik;A1;matematyka;;
603;maths;rzeczownik;A1;matematyka;;
604;matter;rzeczownik;A1;materiał;;
605;may;czasownik modalny;A1;móc;;
606;maybe;przysłówek;A1;Może;;
607;me;zaimek;A1;Ja;;
608;meal;rzeczownik;A1;posiłek;;
609;mean;czasownik;A1;mieć na myśli;;
610;meat;rzeczownik;A1;mięso;;
611;medicine;rzeczownik;A1;medycyna;;
612;meet;czasownik;A1;poznać;;
613;meeting;rzeczownik;A1;spotkanie;;
614;memory;rzeczownik;A1;pamięć;;
615;merry;przymiotnik;A1;radosny;;
616;message;rzeczownik;A1;wiadomość;;
617;middle;przymiotnik;A1;środek;;
618;milk;rzeczownik;A1;mleko;;
619;mind;rzeczownik;A1;umysł;;
620;mine;zaimek;A1;kopalnia;;
621;minute;rzeczownik;A1;chwila;;
622;miss;czasownik;A1;chybić;;
623;mobile;rzeczownik;A1;przenośny;;
624;mobile phone;rzeczownik;A1;telefon komórkowy;;
625;mom;rzeczownik;A1;mama;;
626;moment;rzeczownik;A1;moment;;
627;mommie;rzeczownik;A1;mamusia;;
628;mommy;rzeczownik;A1;mamusia;;
629;money;rzeczownik;A1;pieniądze;;
630;monkey;rzeczownik;A1;małpa;;
631;month;rzeczownik;A1;miesiąc;;
632;moon;rzeczownik;A1;księżyc;;
633;more;określnik, zaimek;A1;więcej;;
634;morning;rzeczownik;A1;Poranek;;
635;most;określnik;A1;bardzo;;
636;mother;rzeczownik;A1;matka;;
637;mountain;rzeczownik;A1;góra;;
638;mouse;rzeczownik;A1;mysz;;
639;mouth;rzeczownik;A1;usta;;
640;move;rzeczownik;A1;przenosić;;
641;movie;rzeczownik;A1;film;;
642;much;przysłówek, określnik, zaimek;A1;dużo;;
643;mum;rzeczownik;A1;milczący;;
644;music;rzeczownik;A1;muzyka;;
645;musician;rzeczownik;A1;muzyk;;
646;must;czasownik modalny;A1;musieć;;
647;my;określnik;A1;Mój;;
648;name;rzeczownik;A1;nazwa;;
649;nationality;rzeczownik;A1;narodowość;;
650;near;przyimek;A1;w pobliżu;;
651;neck;rzeczownik;A1;szyja;;
652;need;czasownik modalny;A1;potrzebować;;
653;neighbor;rzeczownik;A1;sąsiad;;
654;neighbour;rzeczownik;A1;sąsiad;;
655;never;przysłówek;A1;nigdy;;
656;new;przymiotnik;A1;nowy;;
657;news;rzeczownik;A1;aktualności;;
658;newspaper;rzeczownik;A1;gazeta;;
659;nice;przymiotnik;A1;Ładny;;
660;night;rzeczownik;A1;noc;;
661;nine;liczebnik;A1;dziewięć;;
662;nineteen;liczebnik;A1;dziewiętnaście;;
663;ninety;liczebnik;A1;dziewięćdziesiąt;;
664;no;przysłówek, określnik;A1;NIE;;
665;noise;rzeczownik;A1;hałas;;
666;nose;rzeczownik;A1;nos;;
667;not;przysłówek;A1;nie;;
668;note;rzeczownik, czasownik;A1;notatka;;
669;notebook;rzeczownik;A1;zeszyt;;
670;nothing;zaimek;A1;Nic;;
671;now;przysłówek;A1;Teraz;;
672;number;rzeczownik;A1;numer;;
673;nurse;rzeczownik;A1;pielęgniarka;;
674;o'clock;przysłówek;A1;godzina;;
675;of;przyimek;A1;z;;
676;off;przymiotnik;A1;wyłączony;;
677;office;rzeczownik;A1;biuro;;
678;officer;rzeczownik;A1;oficer;;
679;often;przysłówek;A1;często;;
680;okay;przymiotnik, przysłówek;A1;Dobra;;
681;old;przymiotnik;A1;stary;;
682;on;przyimek;A1;NA;;
683;once;przysłówek;A1;raz;;
684;one;określnik, liczebnik;A1;jeden;;
685;only;przymiotnik, przysłówek;A1;tylko;;
686;open;przymiotnik, czasownik;A1;Otwarte;;
687;opera;rzeczownik;A1;opera;;
688;or;spójnik;A1;Lub;;
689;orange;przymiotnik, rzeczownik;A1;pomarańczowy;;
690;order;rzeczownik;A1;zamówienie;;
691;other;określnik;A1;Inny;;
692;our;określnik;A1;nasz;;
693;ours;zaimek;A1;nasz;;
694;out;przysłówek;A1;na zewnątrz;;
695;outside;przysłówek;A1;poza;;
696;over;przyimek;A1;nad;;
697;own;przymiotnik;A1;własny;;
698;owner;rzeczownik;A1;właściciel;;
699;p.m.;przysłówek;A1;po południu;;
700;page;rzeczownik;A1;strona;;
701;paint;rzeczownik, czasownik;A1;farba;;
702;painting;rzeczownik;A1;malarstwo;;
703;pair;rzeczownik;A1;para;;
704;palace;rzeczownik;A1;pałac;;
705;pants;rzeczownik;A1;spodnie;;
706;paper;rzeczownik;A1;papier;;
707;paragraph;rzeczownik;A1;ustęp;;
708;pardon;rzeczownik;A1;pardon;;
709;parent;rzeczownik;A1;roślina mateczna;;
710;park;rzeczownik;A1;park;;
711;partner;rzeczownik;A1;partner;;
712;party;rzeczownik;A1;impreza;;
713;past;przysłówek, przyimek;A1;przeszłość;;
714;pay;rzeczownik, czasownik;A1;płacić;;
715;peace;rzeczownik;A1;pokój;;
716;pen;rzeczownik;A1;pióro;;
717;pencil;rzeczownik;A1;ołówek;;
718;people;rzeczownik;A1;ludzie;;
719;period;rzeczownik;A1;okres;;
720;person;rzeczownik;A1;osoba;;
721;personal;przymiotnik;A1;osobisty;;
722;pet;rzeczownik;A1;zwierzak domowy;;
723;phone;rzeczownik, czasownik;A1;telefon;;
724;photo;rzeczownik;A1;zdjęcie;;
725;piano;rzeczownik;A1;fortepian;;
726;pick;czasownik;A1;wybierać;;
727;picnic;rzeczownik;A1;piknik;;
728;picture;rzeczownik;A1;zdjęcie;;
729;piece;rzeczownik;A1;sztuka;;
730;pig;rzeczownik;A1;świnia;;
731;pink;przymiotnik;A1;różowy;;
732;pizza;rzeczownik;A1;pizza;;
733;place;rzeczownik;A1;miejsce;;
734;plan;rzeczownik;A1;plan;;
735;plane;rzeczownik;A1;samolot;;
736;play;rzeczownik, czasownik;A1;grać;;
737;player;rzeczownik;A1;odtwarzacz;;
738;please;przysłówek;A1;Proszę;;
739;pleasure;rzeczownik;A1;przyjemność;;
740;pm;przysłówek;A1;po południu;;
741;pocket;rzeczownik;A1;kieszeń;;
742;poem;rzeczownik;A1;wiersz;;
743;point;rzeczownik;A1;punkt;;
744;pollution;rzeczownik;A1;zanieczyszczenie;;
745;pool;rzeczownik;A1;basen;;
746;poor;przymiotnik;A1;słaby;;
747;pop;rzeczownik;A1;muzyka pop;;
748;post;rzeczownik;A1;post;;
749;poster;rzeczownik;A1;plakat;;
750;potato;rzeczownik;A1;ziemniak;;
751;practice;rzeczownik, czasownik;A1;praktyka;;
752;practise;czasownik;A1;praktyka;;
753;pray;czasownik;A1;modlić się;;
754;present;rzeczownik;A1;obecny;;
755;pretty;przymiotnik;A1;ładny;;
756;price;rzeczownik;A1;cena;;
757;prince;rzeczownik;A1;książę;;
758;princess;rzeczownik;A1;księżniczka;;
759;problem;rzeczownik;A1;problem;;
760;program;rzeczownik;A1;program;;
761;programme;rzeczownik;A1;program;;
762;purple;rzeczownik;A1;fioletowy;;
763;push;czasownik;A1;naciskać;;
764;put;czasownik;A1;umieścić;;
765;quarter;rzeczownik;A1;kwartał;;
766;question;rzeczownik;A1;pytanie;;
767;quickly;przysłówek;A1;szybko;;
768;quiet;przymiotnik;A1;cichy;;
769;rabbit;rzeczownik;A1;królik;;
770;radio;rzeczownik;A1;radio;;
771;rain;rzeczownik, czasownik;A1;deszcz;;
772;rainy;przymiotnik;A1;deszczowy;;
773;rat;rzeczownik;A1;szczur;;
774;read;czasownik;A1;Czytać;;
775;reader;rzeczownik;A1;czytelnik;;
776;reading;rzeczownik;A1;czytanie;;
777;ready;przymiotnik;A1;gotowy;;
778;real;przymiotnik, przysłówek;A1;prawdziwy;;
779;really;przysłówek;A1;Naprawdę;;
780;reason;rzeczownik;A1;powód;;
781;red;przymiotnik;A1;czerwony;;
782;remember;czasownik;A1;Pamiętać;;
783;repeat;czasownik;A1;powtarzać;;
784;reporter;rzeczownik;A1;reporter;;
785;restaurant;rzeczownik;A1;restauracja;;
786;result;rzeczownik;A1;wynik;;
787;review;rzeczownik;A1;recenzja;;
788;ribbon;rzeczownik;A1;wstążka;;
789;rice;rzeczownik;A1;ryż;;
790;rich;przymiotnik;A1;bogaty;;
791;ride;rzeczownik, czasownik;A1;jeździć;;
792;right;przymiotnik, przysłówek;A1;Prawidłowy;;
793;ring;czasownik;A1;pierścień;;
794;river;rzeczownik;A1;rzeka;;
795;role;rzeczownik;A1;rola;;
796;room;rzeczownik;A1;pokój;;
797;rose;rzeczownik;A1;róża;;
798;row;rzeczownik;A1;wiersz;;
799;rude;przymiotnik;A1;niegrzeczny;;
800;rule;rzeczownik;A1;reguła;;
801;ruler;rzeczownik;A1;linijka;;
802;run;rzeczownik, czasownik;A1;uruchomić;;
803;sad;przymiotnik;A1;smutny;;
804;sailor;rzeczownik;A1;marynarz;;
805;salad;rzeczownik;A1;sałatka;;
806;sale;rzeczownik;A1;sprzedaż;;
807;same;przymiotnik, przysłówek, zaimek;A1;To samo;;
808;sandwich;rzeczownik;A1;kanapka;;
809;save;czasownik;A1;ratować;;
810;saw;rzeczownik;A1;piła;;
811;say;czasownik;A1;mowić;;
812;school;rzeczownik;A1;szkoła;;
813;science;rzeczownik;A1;nauka;;
814;scientist;rzeczownik;A1;naukowiec;;
815;sea;rzeczownik;A1;morze;;
816;seat;rzeczownik;A1;siedziba;;
817;second;przymiotnik;A1;drugi;;
818;section;rzeczownik;A1;sekcja;;
819;see;czasownik;A1;Widzieć;;
820;self;rzeczownik;A1;ja;;
821;sell;czasownik;A1;sprzedać;;
822;sentence;rzeczownik;A1;zdanie;;
823;set;czasownik;A1;ustawić;;
824;seven;liczebnik;A1;siedem;;
825;seventeen;liczebnik;A1;siedemnaście;;
826;seventy;liczebnik;A1;siedemdziesiąt;;
827;shake;rzeczownik;A1;potrząsnąć;;
828;share;czasownik;A1;udział;;
829;she;zaimek;A1;ona;;
830;sheep;rzeczownik;A1;owce;;
831;shelf;rzeczownik;A1;półka;;
832;ship;rzeczownik;A1;statek;;
833;shirt;rzeczownik;A1;koszula;;
834;shoe;rzeczownik;A1;but;;
835;shop;rzeczownik;A1;sklep;;
836;shopping;rzeczownik;A1;zakupy;;
837;short;przymiotnik, przysłówek;A1;krótki;;
838;should;czasownik modalny;A1;powinien;;
839;shoulder;rzeczownik;A1;ramię;;
840;show;czasownik;A1;pokazywać;;
841;shower;rzeczownik;A1;prysznic;;
842;shy;przymiotnik;A1;nieśmiały;;
843;sick;przymiotnik;A1;chory;;
844;side;rzeczownik;A1;strona;;
845;sight;rzeczownik;A1;wzrok;;
846;sign;rzeczownik;A1;podpisać;;
847;sing;czasownik;A1;śpiewać;;
848;singer;rzeczownik;A1;piosenkarz;;
849;sir;rzeczownik;A1;pan;;
850;sister;rzeczownik;A1;siostra;;
851;sit;czasownik;A1;siedzieć;;
852;site;rzeczownik;A1;strona;;
853;six;liczebnik;A1;sześć;;
854;sixteen;liczebnik;A1;szesnaście;;
855;sixty;liczebnik;A1;sześćdziesiąt;;
856;size;rzeczownik;A1;rozmiar;;
857;skill;rzeczownik;A1;umiejętność;;
858;skirt;rzeczownik;A1;spódnica;;
859;sky;rzeczownik;A1;niebo;;
860;sleep;czasownik;A1;spać;;
861;slow;przymiotnik;A1;powolny;;
862;small;przymiotnik;A1;mały;;
863;smart;przymiotnik;A1;mądry;;
864;smell;rzeczownik;A1;zapach;;
865;smile;rzeczownik;A1;uśmiech;;
866;smith;rzeczownik;A1;kowal;;
867;smoke;rzeczownik;A1;dym;;
868;smoking;rzeczownik;A1;palenie;;
869;snake;rzeczownik;A1;wąż;;
870;snow;rzeczownik;A1;śnieg;;
871;snowy;przymiotnik;A1;śnieżny;;
872;so;spójnik;A1;Więc;;
873;soccer;rzeczownik;A1;piłka nożna;;
874;social;przymiotnik;A1;społeczny;;
875;sofa;rzeczownik;A1;sofa;;
876;solve;czasownik;A1;rozwiązywać;;
877;some;określnik, zaimek;A1;Niektóre;;
878;someone;zaimek;A1;ktoś;;
879;something;zaimek;A1;coś;;
880;son;rzeczownik;A1;syn;;
881;song;rzeczownik;A1;piosenka;;
882;soon;przysłówek;A1;Wkrótce;;
883;sorry;przymiotnik;A1;Przepraszam;;
884;soup;rzeczownik;A1;zupa;;
885;speak;czasownik;A1;mówić;;
886;special;przymiotnik;A1;specjalny;;
887;speech;rzeczownik;A1;przemówienie;;
888;spell;rzeczownik;A1;zaklęcie;;
889;spend;czasownik;A1;wydawać;;
890;sport;rzeczownik;A1;sport;;
891;spot;rzeczownik;A1;miejsce;;
892;spring;rzeczownik;A1;wiosna;;
893;spy;rzeczownik;A1;szpieg;;
894;stage;rzeczownik;A1;scena;;
895;stand;rzeczownik;A1;podstawka;;
896;star;rzeczownik;A1;gwiazda;;
897;start;rzeczownik, czasownik;A1;start;;
898;station;rzeczownik;A1;stacja;;
899;stay;czasownik;A1;zostawać;;
900;step;czasownik;A1;krok;;
901;still;przymiotnik;A1;Nadal;;
902;stone;rzeczownik;A1;kamień;;
903;stop;rzeczownik, czasownik;A1;zatrzymywać się;;
904;store;rzeczownik;A1;sklep;;
905;storey;rzeczownik;A1;piętro;;
906;story;rzeczownik;A1;historia;;
907;straight;przysłówek;A1;prosty;;
908;strange;przymiotnik;A1;dziwny;;
909;street;rzeczownik;A1;ulica;;
910;strict;przymiotnik;A1;ścisły;;
911;strong;przymiotnik;A1;mocny;;
912;student;rzeczownik;A1;student;;
913;study;czasownik;A1;badanie;;
914;subject;rzeczownik;A1;temat;;
915;subway;rzeczownik;A1;metro;;
916;successful;przymiotnik;A1;udany;;
917;sugar;rzeczownik;A1;cukier;;
918;suggestion;rzeczownik;A1;sugestia;;
919;sum;rzeczownik;A1;suma;;
920;summer;rzeczownik;A1;lato;;
921;sun;rzeczownik;A1;słoneczny;;
922;sunny;przymiotnik;A1;słoneczny;;
923;sunshine;rzeczownik;A1;światło słoneczne;;
924;super;przymiotnik;A1;Super;;
925;supermarket;rzeczownik;A1;supermarket;;
926;sure;przymiotnik;A1;Jasne;;
927;surf;rzeczownik;A1;fale przybrzeżne;;
928;surprise;rzeczownik;A1;niespodzianka;;
929;survey;rzeczownik;A1;ankieta;;
930;sweet;przymiotnik;A1;słodki;;
931;swim;rzeczownik, czasownik;A1;pływać;;
932;swimming;rzeczownik;A1;pływacki;;
933;swimming pool;rzeczownik;A1;basen;;
934;table;rzeczownik;A1;tabela;;
935;take;czasownik;A1;Brać;;
936;talk;czasownik;A1;rozmawiać;;
937;tall;przymiotnik;A1;wysoki;;
938;taxi;rzeczownik;A1;Taxi;;
939;tea;rzeczownik;A1;herbata;;
940;teach;czasownik;A1;uczyć;;
941;teacher;rzeczownik;A1;nauczyciel;;
942;team;rzeczownik;A1;zespół;;
943;technology;rzeczownik;A1;technologia;;
944;tee-shirt;rzeczownik;A1;koszulka;;
945;telephone;rzeczownik;A1;telefon;;
946;television;rzeczownik;A1;telewizja;;
947;tell;czasownik;A1;powiedzieć;;
948;temple;rzeczownik;A1;świątynia;;
949;ten;liczebnik;A1;dziesięć;;
950;tennis;rzeczownik;A1;tenis;;
951;terrible;przymiotnik;A1;straszny;;
952;test;rzeczownik;A1;test;;
953;than;spójnik, przyimek;A1;niż;;
954;thank;czasownik;A1;dziękować;;
955;thanks;rzeczownik;A1;Dzięki;;
956;that;spójnik, określnik, zaimek;A1;To;;
957;the;określnik;A1;the;;
958;theater;rzeczownik;A1;teatr;;
959;theatre;rzeczownik;A1;teatr;;
960;their;określnik;A1;ich;;
961;them;zaimek;A1;ich;;
962;then;przysłówek;A1;Następnie;;
963;there;przysłówek;A1;Tam;;
964;these;określnik, zaimek;A1;te;;
965;they;zaimek;A1;Oni;;
966;thick;przymiotnik;A1;gruby;;
967;thin;przymiotnik;A1;cienki;;
968;thing;rzeczownik;A1;rzecz;;
969;think;czasownik;A1;myśleć;;
970;thirteen;liczebnik;A1;trzynaście;;
971;thirty;liczebnik;A1;trzydzieści;;
972;this;określnik, zaimek;A1;Ten;;
973;those;określnik, zaimek;A1;te;;
974;three;liczebnik;A1;trzy;;
975;through;przyimek;A1;Poprzez;;
976;throw;rzeczownik;A1;rzucić;;
977;ticket;rzeczownik;A1;bilet;;
978;tiger;rzeczownik;A1;tygrys;;
979;tight;przymiotnik;A1;obcisły;;
980;time;rzeczownik;A1;czas;;
981;tired;przymiotnik;A1;zmęczony;;
982;to;partykuła (to), przyimek;A1;Do;;
983;today;przysłówek, rzeczownik;A1;Dzisiaj;;
984;together;przysłówek;A1;razem;;
985;toilet;rzeczownik;A1;toaleta;;
986;tomato;rzeczownik;A1;pomidor;;
987;tomorrow;przysłówek, rzeczownik;A1;jutro;;
988;tonight;przysłówek;A1;dziś wieczorem;;
989;too;przysłówek;A1;zbyt;;
990;tool;rzeczownik;A1;narzędzie;;
991;tooth;rzeczownik;A1;ząb;;
992;top;rzeczownik;A1;szczyt;;
993;topic;rzeczownik;A1;temat;;
994;touch;rzeczownik;A1;dotykać;;
995;towel;rzeczownik;A1;ręcznik;;
996;tower;rzeczownik;A1;wieża;;
997;town;rzeczownik;A1;miasto;;
998;toy;rzeczownik;A1;zabawka;;
999;train;rzeczownik;A1;pociąg;;
1000;travel;czasownik;A1;podróż;;
1001;tree;rzeczownik;A1;drzewo;;
1002;trip;rzeczownik;A1;wycieczka;;
1003;trousers;rzeczownik;A1;spodnie;;
1004;truck;rzeczownik;A1;ciężarówka;;
1005;true;przymiotnik;A1;PRAWDA;;
1006;try;rzeczownik;A1;próbować;;
1007;tube;rzeczownik;A1;rura;;
1008;turkey;rzeczownik;A1;indyk;;
1009;turn;rzeczownik, czasownik;A1;zakręt;;
1010;twelve;liczebnik;A1;dwanaście;;
1011;twenty;liczebnik;A1;dwadzieścia;;
1012;two;liczebnik;A1;dwa;;
1013;type;rzeczownik;A1;typ;;
1014;ugly;przymiotnik;A1;brzydki;;
1015;umbrella;rzeczownik;A1;parasol;;
1016;uncle;rzeczownik;A1;wujek;;
1017;under;przyimek;A1;pod;;
1018;underline;rzeczownik;A1;podkreślać;;
1019;until;przyimek;A1;dopóki;;
1020;up;przyimek;A1;w górę;;
1021;us;zaimek;A1;nas;;
1022;use;czasownik;A1;używać;;
1023;usually;przysłówek;A1;zazwyczaj;;
1024;vacation;rzeczownik;A1;wakacje;;
1025;vase;rzeczownik;A1;wazon;;
1026;vegetable;rzeczownik;A1;warzywo;;
1027;very;przysłówek;A1;bardzo;;
1028;video;rzeczownik;A1;wideo;;
1029;visit;rzeczownik, czasownik;A1;odwiedzać;;
1030;volleyball;rzeczownik;A1;siatkówka;;
1031;vote;rzeczownik;A1;głosować;;
1032;wait;czasownik;A1;Czekać;;
1033;waiter;rzeczownik;A1;kelner;;
1034;waitress;rzeczownik;A1;kelnerka;;
1035;wake;rzeczownik;A1;budzić;;
1036;walk;rzeczownik, czasownik;A1;chodzić;;
1037;wall;rzeczownik;A1;ściana;;
1038;want;czasownik;A1;chcieć;;
1039;war;rzeczownik;A1;wojna;;
1040;warm;przymiotnik;A1;ciepły;;
1041;was;czasownik (być);A1;był;;
1042;wash;rzeczownik, czasownik;A1;umyć;;
1043;watch;rzeczownik, czasownik;A1;oglądać;;
1044;water;rzeczownik;A1;woda;;
1045;way;rzeczownik;A1;sposób;;
1046;we;zaimek;A1;My;;
1047;wear;czasownik;A1;nosić;;
1048;weather;rzeczownik;A1;pogoda;;
1049;week;rzeczownik;A1;tydzień;;
1050;weekend;rzeczownik;A1;weekend;;
1051;welcome;wykrzyknik, czasownik;A1;Witamy;;
1052;well;przymiotnik, przysłówek;A1;Dobrze;;
1053;were;czasownik (być);A1;był;;
1054;what;określnik, zaimek;A1;Co;;
1055;wheel;rzeczownik;A1;koło;;
1056;when;przysłówek, spójnik;A1;Kiedy;;
1057;where;przysłówek, spójnik;A1;Gdzie;;
1058;which;określnik, zaimek;A1;Który;;
1059;white;przymiotnik, rzeczownik;A1;biały;;
1060;who;zaimek;A1;Kto;;
1061;whose;określnik, zaimek;A1;którego;;
1062;why;przysłówek;A1;Dlaczego;;
1063;wife;rzeczownik;A1;żona;;
1064;will;czasownik modalny;A1;będzie;;
1065;win;czasownik;A1;wygrać;;
1066;wind;rzeczownik;A1;wiatr;;
1067;window;rzeczownik;A1;okno;;
1068;winter;rzeczownik;A1;zima;;
1069;wish;rzeczownik;A1;życzenie;;
1070;with;przyimek;A1;z;;
1071;woman;rzeczownik;A1;kobieta;;
1072;wonderful;przymiotnik;A1;wspaniały;;
1073;word;rzeczownik;A1;słowo;;
1074;work;rzeczownik, czasownik;A1;praca;;
1075;worker;rzeczownik;A1;pracownik;;
1076;world;rzeczownik;A1;świat;;
1077;worry;rzeczownik;A1;martwić się;;
1078;would;czasownik modalny;A1;zrobiłbym;;
1079;write;czasownik;A1;pisać;;
1080;writer;rzeczownik;A1;pisarz;;
1081;wrong;przymiotnik;A1;zło;;
1082;yard;rzeczownik;A1;dziedziniec;;
1083;year;rzeczownik;A1;rok;;
1084;yellow;przymiotnik, rzeczownik;A1;żółty;;
1085;yes;przysłówek;A1;Tak;;
1086;yesterday;przysłówek;A1;Wczoraj;;
1087;yet;przysłówek;A1;już;;
1088;yoghourt;rzeczownik;A1;jogurt;;
1089;yoghurt;rzeczownik;A1;jogurt;;
1090;yogurt;rzeczownik;A1;jogurt;;
1091;you;zaimek;A1;Ty;;
1092;young;przymiotnik;A1;młody;;
1093;your;określnik;A1;twój;;
1094;yours;zaimek;A1;twój;;
1095;yourself;zaimek;A1;się;;
1096;zoo;rzeczownik;A1;zoo;;
